,Unnamed: 0,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,most_recent_load_date,load_day,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads,total_loads,date,period,test
83650,79730,2021-01-23,6,2021,32859,U0119896,Owner Operator,Top Freight Carriers Inc,Downey,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-01-29 01:29:52+00:00,2020-02-10 17:51:45+00:00,12.0,yes,,2020-10-14,2021-02-17,2021-01-23,0,0,0,77,0,77,77,2021-01-23,2,20210217
83651,76299,2021-01-06,3,2021,34795,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-06-12,2021-02-04,2021-01-06,0,0,0,0,0,0,56,2021-01-06,1,20210204
83652,47330,2019-12-04,3,2019,28615,U0116208,Owner Operator,"Toledo Express, Inc",Lynwood,CA,"[""boxtruck""]",1.0,not specified,no,Other,2019-09-23 13:14:16+00:00,2019-09-23 20:10:00+00:00,0.0,no,,2019-10-17,2020-08-24,2019-12-04,0,0,0,79,0,79,79,2019-12-04,1,20200824
83653,13113,2017-11-15,3,2017,9513,C0091412,Fleet,Pier Pass Inc - Online Fee Payment,Long Beach,CA,"[""poweronly""]",10.0,yes,no,Other,2018-01-18 21:43:43+00:00,,,no,,2017-11-15,2017-11-15,2017-11-15,0,0,0,1,0,1,1,2017-11-15,1,20171115
83654,48329,2019-12-13,5,2019,31606,C0096353,Fleet,HOMESTEAD EXPRESS CORP,Live Oak,FL,"[""dryvan"", ""poweronly""]",4.0,yes,no,Other,2019-09-04 00:26:14+00:00,2019-09-05 20:46:21+00:00,1.0,no,,2019-12-13,2019-12-30,2019-12-13,0,0,0,5,0,5,5,2019-12-13,2,20191230
83655,56627,2020-05-30,6,2020,21553,U0109225,Owner Operator,Navarrete Trucking Inc,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-04-14 00:41:25+00:00,2019-04-23 16:08:21+00:00,9.0,no,,2019-04-26,2021-02-16,2020-05-30,108,6,114,331,2,333,447,2020-05-30,2,20210216
83656,39404,2019-08-29,4,2019,14804,U0102993,Owner Operator,Talha Masood ,Torrance,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-09-30 07:18:49+00:00,2020-07-13 18:47:05+00:00,652.0,yes,,2018-11-14,2020-10-21,2019-08-29,70,61,131,18,24,42,173,2019-08-29,1,20201021
83657,52112,2020-02-11,2,2020,32915,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2020-01-31,2020-10-03,2020-02-11,0,52,52,0,4,4,56,2020-02-11,1,20201003
83658,13262,2017-11-24,5,2017,7463,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-14,2017-12-01,2017-11-24,0,0,0,42,0,42,42,2017-11-24,2,20171201
83659,24018,2018-11-15,4,2018,13244,C0091672,Fleet,A&I Transport,Downey,CA,"[""dryvan""]",9.0,yes,no,Other,2018-02-28 19:26:19+00:00,,,no,,2018-08-08,2019-04-23,2018-11-15,80,0,80,79,0,79,159,2018-11-15,1,20190423
83660,70439,2020-11-11,3,2020,33517,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,yes,,2020-03-03,2020-12-22,2020-11-11,36,402,438,0,112,112,550,2020-11-11,1,20201222
83661,27716,2019-01-11,5,2019,14783,U0102972,Owner Operator,knl luxury inc,Long Beach,CA,"[""poweronly""]",1.0,yes,no,Other,2018-09-29 16:06:21+00:00,2018-11-21 17:11:05+00:00,53.0,no,,2018-10-13,2019-12-17,2019-01-11,175,10,185,47,2,49,234,2019-01-11,2,20191217
83662,3115,2016-08-05,5,2016,1173,C0090219,Fleet,Team Logistics,Fontana,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-07-06 16:18:18+00:00,,,no,,2016-08-05,2016-08-05,2016-08-05,0,0,0,1,0,1,1,2016-08-05,2,20160805
83663,1474,2016-05-05,4,2016,144,U0090180,Owner Operator,Custom Trucking,los angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-11-30 00:41:23+00:00,,,no,,2015-11-17,2016-07-29,2016-05-05,0,0,0,52,0,52,52,2016-05-05,1,20160729
83664,69831,2020-11-05,4,2020,36659,U0122971,Owner Operator,KINGKONG TRUCKING INC,Hacienda Heights,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-30 18:24:01+00:00,2020-10-30 18:25:58+00:00,0.0,yes,,2020-11-03,2021-02-17,2020-11-05,0,92,92,0,296,296,388,2020-11-05,1,20210217
83665,10793,2017-08-31,4,2017,7699,C0090834,Fleet,nunez transportation,Downey,CA,"[""dryvan""]",6.0,yes,no,Other,2017-08-19 01:31:14+00:00,,,no,,2017-08-26,2017-11-02,2017-08-31,0,0,0,659,0,659,659,2017-08-31,1,20171102
83666,12178,2017-10-10,2,2017,33,U0000048,Owner Operator,iDC Logistics,Sierra Madre,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-20 12:37:11+00:00,,,no,,2015-10-14,2017-12-14,2017-10-10,0,0,0,669,0,669,669,2017-10-10,1,20171214
83667,58387,2020-06-24,3,2020,34471,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-13,2021-02-16,2020-06-24,0,0,0,0,0,0,69,2020-06-24,1,20210216
83668,71034,2020-11-17,2,2020,29652,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,yes,,2019-10-18,2020-12-28,2020-11-17,50,113,163,11,39,50,213,2020-11-17,1,20201228
83669,65590,2020-09-23,3,2020,35405,C0098012,Fleet,MTZ Trucking,Los Angeles,CA,"[""poweronly""]",4.0,yes,yes,Other,2020-07-21 16:29:29+00:00,2020-07-21 16:34:31+00:00,0.0,yes,,2020-09-17,2021-02-05,2020-09-23,0,38,38,0,13,13,51,2020-09-23,1,20210205
83670,70396,2020-11-11,3,2020,19708,U0107444,Owner Operator,CHUMATO TRANSPORTATION,Montebello,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-02-22 00:57:16+00:00,2019-02-22 00:59:09+00:00,0.0,no,,2019-02-22,2021-02-16,2020-11-11,301,60,361,236,3,239,600,2020-11-11,1,20210216
83671,22518,2018-10-22,1,2018,12115,C0090793,Fleet,triple g trucking,Baldwin Park,CA,"[""dryvan""]",6.0,yes,no,Other,2017-08-10 16:33:03+00:00,2018-12-20 18:28:47+00:00,497.0,no,,2018-06-13,2019-01-16,2018-10-22,37,0,37,64,0,64,101,2018-10-22,1,20190116
83672,35244,2019-07-02,2,2019,19697,U0107432,Owner Operator,Worldwide Webb Solutions Transport ,Los Angeles County,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-02-21 19:45:43+00:00,2019-02-21 20:08:16+00:00,0.0,no,,2019-02-22,2019-10-18,2019-07-02,0,1,1,248,0,248,249,2019-07-02,1,20191018
83673,4985,2016-12-27,2,2016,632,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-04,2019-11-16,2016-12-27,0,0,0,113,0,113,113,2016-12-27,1,20191116
83674,26828,2018-12-27,4,2018,13401,C0092601,Fleet,A&E Express LLC,Santa Ana,CA,"[""dryvan""]",4.0,yes,no,Other,2018-07-16 17:15:54+00:00,2019-08-30 17:44:19+00:00,410.0,no,,2018-11-14,2018-12-27,2018-12-27,2,0,2,0,0,0,2,2018-12-27,1,20181227
83675,51852,2020-02-05,3,2020,9043,U0098091,Owner Operator,Fully Loaded Express LLC,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Other,2017-12-20 19:14:18+00:00,2020-01-14 02:12:48+00:00,754.0,yes,,2020-02-05,2020-11-17,2020-02-05,0,57,57,0,2,2,59,2020-02-05,1,20201117
83676,61209,2020-07-31,5,2020,50,U0000068,Owner Operator,DOMINGO OREA,Covina,CA,"[""poweronly""]",1.0,yes,yes,Other,2015-10-25 22:25:05+00:00,2019-01-31 02:41:31+00:00,1193.0,yes,,2015-12-09,2021-02-04,2020-07-31,0,425,425,10,69,79,504,2020-07-31,2,20210204
83677,58921,2020-06-30,2,2020,28377,U0115964,Owner Operator,BENCH TRANSPORT INC,Oak Hills,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-09-16 23:51:26+00:00,2019-09-17 14:54:03+00:00,0.0,yes,,2020-06-30,2020-08-05,2020-06-30,0,23,23,0,4,4,27,2020-06-30,1,20200805
83678,24878,2018-11-29,4,2018,12898,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-08-04,2019-12-23,2018-11-29,22,0,22,75,0,75,97,2018-11-29,1,20191223
83679,43410,2019-10-22,2,2019,23898,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-06-03,2020-09-14,2019-10-22,37,1,38,137,0,137,175,2019-10-22,1,20200914
83680,62583,2020-08-18,2,2020,34843,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-06-04,2020-12-09,2020-08-18,12,6,18,112,1,113,131,2020-08-18,1,20201209
83681,51605,2020-01-30,4,2020,28285,C0096446,Fleet,ROADMOND LOGISTICS INC.,San Diego,CA,"[""dryvan"", ""poweronly""]",31.0,yes,no,Other,2019-09-13 16:22:24+00:00,2019-09-13 16:24:44+00:00,0.0,no,,2019-09-18,2021-02-16,2020-01-30,0,0,0,4266,0,4266,4266,2020-01-30,1,20210216
83682,7064,2017-03-21,2,2017,4796,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-02-02,2017-03-21,2017-03-21,0,0,0,3,0,3,3,2017-03-21,1,20170321
83683,346,2016-01-18,1,2016,36,U0000052,Owner Operator,,City Of Industry,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-21 17:23:30+00:00,,,no,,2015-10-16,2016-02-21,2016-01-18,0,0,0,27,0,27,27,2016-01-18,1,20160221
83684,11512,2017-09-22,5,2017,7542,U0096827,Owner Operator,Scorpio Trucking ,Compton,CA,"[""poweronly""]",1.0,not specified,yes,Other,2017-08-15 21:22:50+00:00,2018-12-26 16:11:28+00:00,497.0,yes,,2017-09-05,2019-01-07,2017-09-22,19,0,19,16,0,16,35,2017-09-22,2,20190107
83685,38112,2019-08-13,2,2019,12899,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-07-23,2020-01-08,2019-08-13,37,0,37,63,0,63,100,2019-08-13,1,20200108
83686,12119,2017-10-09,1,2017,7467,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-17,2017-11-30,2017-10-09,0,0,0,26,0,26,26,2017-10-09,1,20171130
83687,6296,2017-02-18,6,2017,524,C0090084,Fleet,MC Express Trucking LLC,San Diego,CA,"[""dryvan""]",2.0,not specified,no,Other,2016-03-04 22:50:41+00:00,,,no,,2016-05-04,2017-11-30,2017-02-18,0,0,0,96,0,96,96,2017-02-18,2,20171130
83688,33565,2019-05-24,5,2019,22030,C0095014,Fleet,Link Us Transportation Inc.,Los Angeles,CA,"[""dryvan""]",1.0,yes,no,Other,2019-04-17 16:57:11+00:00,2019-04-17 16:57:46+00:00,0.0,no,,2019-05-02,2020-09-02,2019-05-24,1,0,1,5,0,5,6,2019-05-24,2,20200902
83689,56885,2020-06-04,4,2020,25928,C0095928,Fleet,payless transportation inc,Carson,CA,"[""dryvan"", ""poweronly""]",12.0,yes,yes,Other,2019-07-18 21:31:39+00:00,2019-07-18 21:31:50+00:00,0.0,yes,,2019-07-18,2020-08-10,2020-06-04,8,31,39,4,2,6,45,2020-06-04,1,20200810
83690,51281,2020-01-23,4,2020,25030,C0095745,Fleet,Sac Logistics inc,Jurupa Valley,CA,"[""dryvan""]",3.0,not specified,no,Other,2019-06-27 23:30:36+00:00,2019-07-01 18:15:44+00:00,3.0,no,,2020-01-23,2020-01-23,2020-01-23,1,0,1,0,0,0,1,2020-01-23,1,20200123
83691,44869,2019-11-07,4,2019,28894,C0096564,Fleet,American Truck Terminal,Long Beach,CA,"[""poweronly""]",5.0,yes,no,Other,2019-09-30 19:05:40+00:00,2019-09-30 19:54:48+00:00,0.0,no,,2019-10-03,2019-11-07,2019-11-07,3,0,3,0,0,0,3,2019-11-07,1,20191107
83692,71577,2020-11-22,7,2020,36618,C0097621,Fleet,Aide Trucking LLC,Irwindale,CA,"[""poweronly""]",7.0,yes,yes,Mobile,2020-03-13 12:49:20+00:00,2020-10-28 16:03:08+00:00,229.0,yes,,2020-10-29,2021-02-17,2020-11-22,0,0,0,2,138,140,140,2020-11-22,2,20210217
83693,16522,2018-05-04,5,2018,11164,C0091992,Fleet,Consistent Trucking Inc,Rowland Heights,CA,"[""dryvan""]",24.0,not specified,no,Other,2018-04-17 17:10:00+00:00,2020-07-08 00:35:08+00:00,812.0,no,,2018-04-27,2018-05-25,2018-05-04,2,0,2,6,0,6,8,2018-05-04,2,20180525
83694,10012,2017-08-08,2,2017,7327,C0090763,Fleet,Jbo express inc,Lancaster,CA,"[""dryvan""]",2.0,yes,no,Other,2017-08-01 17:51:30+00:00,,,no,,2017-08-07,2017-08-08,2017-08-08,2,0,2,0,0,0,2,2017-08-08,1,20170808
83695,80016,2021-01-26,2,2021,26358,U0113837,Owner Operator,Ramires Trucking,South Gate,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-07-28 04:01:49+00:00,2019-07-29 20:12:21+00:00,1.0,yes,,2019-11-22,2021-02-17,2021-01-26,0,34,34,0,159,159,193,2021-01-26,1,20210217
83696,55589,2020-05-12,2,2020,31433,C0092315,Fleet,American Freightways Lp.,San Diego,CA,"[""dryvan""]",17.0,not specified,no,Other,2018-06-04 18:59:07+00:00,2018-12-14 23:53:37+00:00,193.0,no,,2019-12-09,2020-06-17,2020-05-12,10,0,10,0,0,0,10,2020-05-12,1,20200617
83697,55190,2020-05-04,1,2020,16196,C0093144,Fleet,Road Eagle Logistics Corp,San Diego,CA,"[""dryvan""]",14.0,yes,no,Other,2018-09-25 17:25:13+00:00,2020-03-13 16:56:23+00:00,534.0,no,,2018-11-18,2020-05-04,2020-05-04,16,0,16,56,0,56,72,2020-05-04,1,20200504
83698,61106,2020-07-30,4,2020,5608,U0095025,Owner Operator,Chuy's Trucking Service,Los Angeles,CA,"[""boxtruck""]",1.0,not specified,no,Other,2017-03-14 17:54:01+00:00,2019-02-26 21:49:56+00:00,714.0,no,,2017-03-28,2021-02-11,2020-07-30,35,0,35,2230,0,2230,2265,2020-07-30,1,20210211
83699,4212,2016-11-03,4,2016,633,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-03-18,2018-05-22,2016-11-03,0,0,0,42,0,42,42,2016-11-03,1,20180522
83700,69744,2020-11-05,4,2020,3851,U0093691,Owner Operator,pappy's trucking,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-10-27 21:09:06+00:00,2019-07-01 15:22:08+00:00,976.0,no,,2017-06-27,2021-02-17,2020-11-05,286,4,290,226,0,226,516,2020-11-05,1,20210217
83701,7019,2017-03-21,2,2017,4509,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-01-07,2017-10-06,2017-03-21,0,0,0,608,0,608,608,2017-03-21,1,20171006
83702,55988,2020-05-20,3,2020,5608,U0095025,Owner Operator,Chuy's Trucking Service,Los Angeles,CA,"[""boxtruck""]",1.0,not specified,no,Other,2017-03-14 17:54:01+00:00,2019-02-26 21:49:56+00:00,714.0,no,,2017-03-28,2021-02-11,2020-05-20,35,0,35,2230,0,2230,2265,2020-05-20,1,20210211
83703,35774,2019-07-11,4,2019,10999,C0091990,Fleet,LIBRE EXPRESS INC,Cupertino,CA,"[""dryvan""]",1.0,yes,no,Other,2018-04-17 16:16:21+00:00,,,no,,2019-07-11,2019-07-11,2019-07-11,1,0,1,0,0,0,1,2019-07-11,1,20190711
83704,27901,2019-01-16,3,2019,13361,C0092728,Fleet,"JL Xpress, Inc",San Diego,CA,"[""dryvan""]",6.0,not specified,no,Other,2018-08-09 19:00:39+00:00,2019-02-19 19:35:49+00:00,194.0,no,,2018-08-06,2019-12-03,2019-01-16,0,0,0,862,0,862,862,2019-01-16,1,20191203
83705,79448,2021-01-22,5,2021,34784,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,yes,,2020-06-15,2021-02-17,2021-01-22,11,429,440,0,167,167,607,2021-01-22,2,20210217
83706,32468,2019-04-29,1,2019,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2021-02-15,2019-04-29,0,0,0,2671,0,2671,2671,2019-04-29,1,20210215
83707,72067,2020-11-27,5,2020,36407,U0122754,Owner Operator,XU TRUCKING INC,Eastvale,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-10 20:11:56+00:00,2020-10-10 20:16:25+00:00,0.0,yes,,2020-10-13,2021-01-07,2020-11-27,0,1,1,0,238,238,239,2020-11-27,2,20210107
83708,70012,2020-11-06,5,2020,34946,U0121572,Owner Operator,"CHEO'S TRUCKING, INC. ",Perris,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-06-11 17:42:51+00:00,2020-06-30 18:16:08+00:00,19.0,yes,,2020-07-02,2021-02-16,2020-11-06,0,378,378,0,204,204,582,2020-11-06,2,20210216
83709,24648,2018-11-26,1,2018,14588,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-09-24,2019-07-03,2018-11-26,19,0,19,99,0,99,118,2018-11-26,1,20190703
83710,9889,2017-08-03,4,2017,640,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2019-11-12,2017-08-03,0,0,0,171,0,171,171,2017-08-03,1,20191112
83711,63799,2020-09-02,3,2020,30726,U0118071,Owner Operator,Barrios transportaion inc ,Gardena,CA,"[""dryvan""]",1.0,not specified,no,Mobile,2019-11-14 03:32:40+00:00,2019-11-15 00:06:10+00:00,0.0,no,,2019-11-18,2021-02-17,2020-09-02,44,97,141,29,1,30,171,2020-09-02,1,20210217
83712,18535,2018-07-23,1,2018,12115,C0090793,Fleet,triple g trucking,Baldwin Park,CA,"[""dryvan""]",6.0,yes,no,Other,2017-08-10 16:33:03+00:00,2018-12-20 18:28:47+00:00,497.0,no,,2018-06-13,2019-01-16,2018-07-23,37,0,37,64,0,64,101,2018-07-23,1,20190116
83713,67694,2020-10-15,4,2020,32167,U0119262,Owner Operator,Lagosian Transport ,Compton,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-12-31 21:32:50+00:00,2020-01-09 00:43:58+00:00,8.0,no,,2020-02-04,2021-02-11,2020-10-15,38,267,305,2,19,21,326,2020-10-15,1,20210211
83714,28101,2019-01-20,7,2019,9935,C0091573,Fleet,Global Express Trucking Corp.,San Diego,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,no,Other,2018-02-09 18:42:22+00:00,2021-02-06 02:22:17+00:00,1092.0,no,,2018-02-13,2020-04-01,2019-01-20,2,0,2,382,0,382,384,2019-01-20,2,20200401
83715,48460,2019-12-14,6,2019,30333,C0096938,Fleet,cwjj transportation,Hacienda Heights,CA,"[""dryvan""]",2.0,yes,yes,Other,2019-11-04 20:09:04+00:00,2019-11-04 20:09:20+00:00,0.0,yes,,2019-11-06,2021-01-10,2019-12-14,66,28,94,10,19,29,123,2019-12-14,2,20210110
83716,5121,2017-01-09,1,2017,616,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-04,2018-10-04,2017-01-09,0,0,0,72,0,72,72,2017-01-09,1,20181004
83717,80512,2021-01-28,4,2021,21710,U0109384,Owner Operator,TAQWA TRUCKING LLC,Inglewood,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-04-17 23:03:54+00:00,2019-04-17 23:07:54+00:00,0.0,yes,,2019-11-13,2021-02-17,2021-01-28,0,387,387,0,88,88,475,2021-01-28,1,20210217
83718,63274,2020-08-27,4,2020,26476,U0113958,Owner Operator,RJR transport LLC,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-07-31 03:36:34+00:00,2020-08-26 20:43:17+00:00,392.0,yes,,2020-08-27,2020-12-03,2020-08-27,0,23,23,0,2,2,25,2020-08-27,1,20201203
83719,78669,2021-01-19,2,2021,36021,C0097727,Fleet,New opportunities inc ,Los Angeles,CA,"[""poweronly"", ""boxtruck""]",15.0,yes,yes,Mobile,2020-04-18 01:01:13+00:00,2020-05-06 22:09:23+00:00,18.0,no,,2020-09-14,2021-02-05,2021-01-19,3,166,169,0,1,1,170,2021-01-19,1,20210205
83720,64735,2020-09-15,2,2020,22620,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2019-05-09,2021-02-17,2020-09-15,4,0,4,20,0,20,127,2020-09-15,1,20210217
83721,76589,2021-01-07,4,2021,28322,U0115907,Owner Operator,Eagle flying express inc ,Gardena,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-09-15 03:30:53+00:00,2019-12-13 22:04:12+00:00,89.0,yes,,2020-08-06,2021-02-10,2021-01-07,0,409,409,2,371,373,782,2021-01-07,1,20210210
83722,7607,2017-04-14,5,2017,154,U0090195,Owner Operator,IDC,"Sierra Madre,",CA,"[""dryvan""]",1.0,yes,no,Other,2015-12-02 21:49:02+00:00,,,no,,2015-10-04,2017-12-14,2017-04-14,1,0,1,1292,0,1292,1293,2017-04-14,2,20171214
83723,37717,2019-08-07,3,2019,12994,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2018-07-25,2021-02-17,2019-08-07,15,0,15,287,0,287,302,2019-08-07,1,20210217
83724,8075,2017-05-04,4,2017,184,U0090240,Owner Operator,Triple Three Group,San Bernardino,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-12-21 22:50:15+00:00,2019-06-05 16:28:38+00:00,1261.0,no,,2015-12-31,2019-06-10,2017-05-04,13,0,13,13,0,13,26,2017-05-04,1,20190610
83725,25948,2018-12-13,4,2018,15945,U0103984,Owner Operator,felipe gomez carranza,Ontario,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-11-08 01:56:46+00:00,2018-12-03 20:44:16+00:00,25.0,no,,2018-12-06,2019-12-23,2018-12-13,0,0,0,137,0,137,137,2018-12-13,1,20191223
83726,22831,2018-10-27,6,2018,11782,U0100403,Owner Operator,Col-Mex Transport ,Selma,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-05-23 01:20:52+00:00,2019-06-05 22:10:52+00:00,378.0,no,,2018-05-31,2020-01-24,2018-10-27,23,0,23,2,0,2,25,2018-10-27,2,20200124
83727,57595,2020-06-15,1,2020,22194,U0109844,Owner Operator,LA Trucker Transport LLC,Compton,CA,"[""poweronly""]",1.0,not specified,yes,Other,2019-04-29 19:03:13+00:00,2019-04-30 23:11:16+00:00,1.0,yes,,2019-05-01,2021-02-17,2020-06-15,257,826,1083,148,34,182,1265,2020-06-15,1,20210217
83728,82493,2021-02-06,6,2021,36637,C0098403,Fleet,SDLM,Long Beach,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-10-29 22:40:25+00:00,2020-10-29 22:40:57+00:00,0.0,yes,,2020-10-31,2021-02-17,2021-02-06,0,331,331,0,12,12,343,2021-02-06,2,20210217
83729,38439,2019-08-16,5,2019,18838,C0093009,Fleet,cbt trucking,Rowland Heights,CA,"[""dryvan""]",17.0,yes,no,Other,2018-09-10 20:53:37+00:00,2019-06-05 17:46:33+00:00,267.0,no,,2019-01-30,2020-09-16,2019-08-16,30,0,30,43,0,43,73,2019-08-16,2,20200916
83730,33637,2019-05-28,2,2019,41,U0000058,Owner Operator,SHALISA & VP TRUCKING LLC,Hawthorne,CA,"[""poweronly""]",1.0,not specified,no,Other,2015-10-22 19:30:54+00:00,2018-12-06 23:37:01+00:00,1141.0,no,,2015-10-21,2019-11-08,2019-05-28,46,6,52,425,0,425,477,2019-05-28,1,20191108
83731,60644,2020-07-23,4,2020,28401,U0115991,Owner Operator,Rmx Logistics ,San Diego,CA,"[""dryvan""]",1.0,not specified,no,Mobile,2019-09-17 13:53:54+00:00,2019-09-17 17:04:54+00:00,0.0,no,,2019-10-30,2021-02-01,2020-07-23,27,0,27,1,0,1,28,2020-07-23,1,20210201
83732,51005,2020-01-16,4,2020,28915,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2019-10-02,2020-10-03,2020-01-16,37,96,133,11,10,21,154,2020-01-16,1,20201003
83733,82846,2021-02-09,2,2021,37469,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-05,2021-02-17,2021-02-09,0,0,0,0,0,0,106,2021-02-09,1,20210217
